PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
-0.8567855,1.660328,0.116869,0.01262646,0.6385192,-0.01127483,0.7694197
-0.8563131,1.660374,0.1154398,0.01256302,0.6400863,-0.01173543,0.7681108
-0.8557503,1.660403,0.1136962,0.01207756,0.6419621,-0.01263,0.7665373
-0.8553611,1.660506,0.1119831,0.01184271,0.6438487,-0.01278654,0.7649544
-0.8550043,1.66063,0.110539,0.01147006,0.6457466,-0.01261465,0.7633615
-0.8547029,1.660947,0.1087661,0.01128177,0.647999,-0.01232517,0.7614579
-0.8545555,1.66106,0.1075524,0.01102492,0.6496224,-0.01224542,0.7600784
-0.8547704,1.661253,0.1060258,0.01047549,0.6511618,-0.01259973,0.7587621
-0.854919,1.66144,0.104514,0.01017074,0.6530005,-0.01201509,0.7571939
-0.8548243,1.661545,0.103035,0.009824006,0.655131,-0.01208388,0.7553548
-0.8548959,1.661776,0.1016847,0.009654751,0.656915,-0.01189951,0.7538089
-0.8552706,1.661915,0.1000562,0.00935014,0.6588668,-0.01208373,0.7521045
-0.8553101,1.662059,0.0986616,0.009103041,0.660677,-0.01170539,0.7505238
-0.8552761,1.662258,0.09728786,0.009027325,0.6621253,-0.0115633,0.7492496
-0.8554299,1.66225,0.09604377,0.009317412,0.6637753,-0.01146682,0.7477861
-0.8555914,1.661994,0.09463167,0.009724434,0.6655992,-0.01102551,0.7461646
-0.8556206,1.66203,0.09319264,0.00965041,0.6675415,-0.01101621,0.7444286
-0.8555427,1.662266,0.09218991,0.009789058,0.6692012,-0.01061749,0.7429409
-0.8555928,1.662256,0.09076366,0.01006923,0.6710097,-0.01015305,0.7413108
-0.8560654,1.662294,0.08959371,0.01002037,0.6727452,-0.01014855,0.7397367
-0.8563697,1.662106,0.08844107,0.01062152,0.6741611,-0.00950974,0.7384468
-0.8564007,1.662173,0.08762383,0.01126822,0.675907,-0.008661833,0.7368498
-0.856339,1.66222,0.08668715,0.01188087,0.6775233,-0.007976014,0.7353621
-0.8567344,1.662204,0.08540621,0.01200936,0.6791407,-0.00772354,0.7338692
-0.8572261,1.662593,0.08319837,0.01262218,0.6821683,-0.006812191,0.7310545
-0.8575622,1.66278,0.08166283,0.01217326,0.6839883,-0.007135895,0.7293566
-0.8575684,1.662922,0.08039993,0.01256913,0.6856797,-0.006688226,0.7277641
-0.8575411,1.662891,0.07822213,0.01241169,0.6881794,-0.00724431,0.7253982
-0.8572719,1.662513,0.07728299,0.01235016,0.6889756,-0.007730169,0.7246381
-0.8572719,1.662513,0.07728299,0.01235016,0.6889756,-0.007730169,0.7246381
-0.857394,1.662359,0.07611799,0.01260365,0.6903373,-0.008161043,0.7233319
-0.8570881,1.662174,0.07534856,0.01229294,0.6911129,-0.009213478,0.7225837
-0.8571985,1.662029,0.07433882,0.01224063,0.6920047,-0.01036727,0.7217149
-0.856901,1.661776,0.07346314,0.01243246,0.6932538,-0.01140247,0.7204961
-0.856734,1.661686,0.07269317,0.01294784,0.6942434,-0.01187502,0.7195259
-0.8560091,1.661407,0.07182741,0.01307157,0.6951932,-0.01295751,0.7185872
-0.8555429,1.660954,0.07106173,0.01399014,0.6966885,-0.01376918,0.7171052
-0.8551397,1.660093,0.06946704,0.01470577,0.6994438,-0.01666385,0.714342
-0.8548733,1.659662,0.06889281,0.01518059,0.7001485,-0.01741236,0.7136235
-0.8547621,1.659317,0.06812507,0.01563054,0.7012375,-0.01867731,0.7125117
-0.8548074,1.659222,0.06756407,0.01636294,0.7024717,-0.01857711,0.7112811
-0.8546193,1.65919,0.06686899,0.01648102,0.7041562,-0.01874629,0.7096062
-0.8548295,1.659143,0.06599915,0.01718451,0.7061176,-0.01847188,0.7076451
-0.8550608,1.659106,0.06512374,0.0182692,0.708145,-0.01789298,0.705604
-0.8548973,1.658852,0.06373253,0.01888567,0.7101913,-0.01771256,0.7035325
-0.8548973,1.658852,0.06373253,0.01888567,0.7101913,-0.01771256,0.7035325
-0.8552471,1.659002,0.06326801,0.01951642,0.7116106,-0.01650293,0.7021091
-0.8554689,1.65923,0.06215453,0.01940683,0.7134738,-0.01579532,0.7002351
-0.8557738,1.659563,0.06091642,0.01926841,0.7160069,-0.01515461,0.6976627
-0.8564383,1.660001,0.05980197,0.01920393,0.7177703,-0.01449961,0.6958641
-0.8572305,1.660305,0.05820322,0.01920945,0.7197506,-0.0138067,0.6938296
-0.857785,1.660579,0.05676383,0.01842443,0.7214183,-0.01402866,0.6921123
-0.8586352,1.660348,0.05531976,0.01845928,0.7230122,-0.0135311,0.690456
-0.8592144,1.66042,0.05390978,0.01839256,0.7250267,-0.01338661,0.688345
-0.8600013,1.660159,0.05045581,0.01937903,0.7289631,-0.01216025,0.6841706
-0.8599472,1.660141,0.04922074,0.01987292,0.7298344,-0.01298113,0.6832117
-0.8602552,1.659761,0.04805779,0.01984211,0.7308174,-0.01317038,0.6821575
-0.8608599,1.659551,0.0467422,0.02056509,0.7318642,-0.01326142,0.6810111
-0.8612481,1.659391,0.04531491,0.02035173,0.7334317,-0.01379665,0.6793183
-0.8615882,1.659335,0.04416806,0.02130656,0.7351658,-0.01243957,0.6774382
-0.8621361,1.659219,0.04269499,0.02069479,0.7361475,-0.0123942,0.6763911
-0.8624364,1.659255,0.04154599,0.02034614,0.736988,-0.01262189,0.6754817
