PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
-1.117574,1.619944,0.3091679,0.003581885,-0.3973759,-0.02390241,0.9173376
-1.103905,1.620242,0.3083038,0.002335343,-0.3979045,-0.02271295,0.9171427
-1.079068,1.620481,0.3068556,0.002914389,-0.3985131,-0.02450727,0.9168305
-1.079068,1.620481,0.3068556,0.002914389,-0.3985131,-0.02450727,0.9168305
-1.067395,1.620794,0.3062299,0.00315263,-0.3979677,-0.02377176,0.917086
-1.056784,1.621107,0.3053332,0.003542143,-0.397305,-0.02340123,0.9173813
-1.046725,1.622112,0.3044673,0.002623802,-0.3969147,-0.02544105,0.9174991
-1.037394,1.623012,0.3032387,0.00315263,-0.3959867,-0.02603076,0.9178818
-1.028778,1.624251,0.3017574,0.002937307,-0.3942094,-0.02582444,0.9186531
-1.020928,1.626165,0.3001147,0.0009917039,-0.392049,-0.02749646,0.9195328
-1.013501,1.627873,0.2980058,-0.0002441406,-0.3899524,-0.02746501,0.9204253
-1.006742,1.629393,0.2955855,-0.0007720405,-0.388781,-0.02663875,0.9209448
-1.000614,1.63112,0.2931344,-0.00364784,-0.3868149,-0.02799618,0.9217252
-0.9947386,1.632627,0.290385,-0.004421575,-0.3848945,-0.02845522,0.9225113
-0.9887638,1.633212,0.2869614,-0.005150152,-0.3833362,-0.0265272,0.9232135
-0.9773593,1.634287,0.2800289,-0.007620357,-0.3730827,-0.02741478,0.9273617
-0.9716625,1.634226,0.2753065,-0.007272154,-0.3697046,-0.02551328,0.9287706
-0.9659672,1.634382,0.2698651,-0.007009218,-0.3658879,-0.02772555,0.9302195
-0.9603698,1.634124,0.2636794,-0.007812501,-0.3616543,-0.02718854,0.931883
-0.948729,1.634048,0.2495147,-0.009655138,-0.3516181,-0.02381091,0.9357909
-0.9428296,1.633632,0.2413121,-0.008843992,-0.345907,-0.02399947,0.9379202
-0.9428296,1.633632,0.2413121,-0.008843992,-0.345907,-0.02399947,0.9379202
-0.9370325,1.633578,0.2328629,-0.01031043,-0.3395234,-0.02573339,0.940189
-0.9311261,1.632465,0.223804,-0.009648189,-0.333362,-0.02345815,0.9424577
-0.9205012,1.630824,0.2061848,-0.009245165,-0.3150775,-0.02394633,0.9487187
-0.9151106,1.629852,0.1975386,-0.007607635,-0.3041148,-0.02248017,0.9523397
-0.9097846,1.628061,0.1889276,-0.005801872,-0.2941037,-0.02159472,0.9555119
-0.9045112,1.627156,0.1805447,-0.002569283,-0.2852361,-0.02206908,0.9581997
-0.8992131,1.626873,0.172656,-0.002038976,-0.2763673,-0.02279449,0.9607796
-0.8941686,1.627094,0.1652834,-0.003145532,-0.2719129,-0.02440002,0.9620073
-0.8890741,1.626861,0.1585811,-0.003854407,-0.268397,-0.02249177,0.9630381
-0.8842101,1.626537,0.1521621,-0.002395192,-0.2651984,-0.0219146,0.9639418
-0.8796155,1.6265,0.1465141,-0.0008886853,-0.2616534,-0.02267651,0.9648951
-0.8753829,1.627701,0.141643,-0.0005854287,-0.2588152,-0.02127073,0.9656925
-0.8709112,1.628931,0.1367591,0.001983408,-0.2557407,-0.02148438,0.9665046
-0.8661273,1.629903,0.1318914,0.003938541,-0.2514941,-0.0208676,0.9676259
-0.8614562,1.631679,0.1273664,0.002156192,-0.2459471,-0.02132076,0.9690464
-0.8572264,1.633415,0.1230505,-0.00059802,-0.240277,-0.02364008,0.9704163
-0.8505667,1.63567,0.1156728,-0.004901089,-0.2298656,-0.02324021,0.9729325
-0.8485303,1.63617,0.1127629,-0.005853014,-0.2275872,-0.02356969,0.9734548
